numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
2007,2016-07-04,JOSÉ RONALDO SILVA DE FRANÇA,***.146.954-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2008,2016-07-04,JOSÉ RUBEM ALVES DA SILVA,***.999.014-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2009,2016-07-04,JOSEFA ANA DO NASCIMENTO,***.579.664-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2010,2016-07-04,JOSEFA MÁRCIA SOUZA FELIX,***.246.484-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2011,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319016,0 - Recursos Ordinários,146.67,146.67,146.67,NA,0.0
2012,2016-07-04,JOSEFA MARIA DE SOUSA E SILVA,***.257.544-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2013,2016-07-04,JOSELIA DIAS DA SILVA,***.905.644-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2014,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2073 - Ações administrativas da SEDE,319016,0 - Recursos Ordinários,2240.0,2240.0,2240.0,NA,0.0
2015,2016-07-04,JOSEMAR FRANCISCO DA SILVA,***.201.124-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2016,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,319016,0 - Recursos Ordinários,2240.0,2240.0,2240.0,NA,0.0
2017,2016-07-04,JOSENILDA TAVARES DE OLIVEIRA,***.811.394-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2018,2016-07-04,JOSERLÂNDIA SILVA BATISTA,***.566.394-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2019,2016-07-04,JOSIMAR ALVES DO NASCIMENTO,***.890.094-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2020,2016-06-18,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2100 - Secretaria de Ciência, Tecnologia e Inovação",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2106 - Ações administrativas da SECTI,319011,0 - Recursos Ordinários,494.13,494.13,494.13,NA,0.0
2021,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2100 - Secretaria de Ciência, Tecnologia e Inovação",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2106 - Ações administrativas da SECTI,319016,0 - Recursos Ordinários,542.0,542.0,542.0,NA,0.0
2022,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2113 - Ações administrativas da SEAGRI,319016,0 - Recursos Ordinários,3540.0,3540.0,3540.0,NA,0.0
2023,2016-06-16,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2119 - Ações administrativas da SECULT,319016,0 - Recursos Ordinários,1688.6,1688.6,1688.6,NA,0.0
2024,2016-07-11,KATARINE AMERICA LIMA-ME,06.039.211/0001-14,SIM,206072016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,"2043 - Manutenção da infraestrutura unidade administrativa, CEPACS, CTE",339039,0 - Recursos Ordinários,2570.0,0.0,0.0,NA,0.0
2025,2016-07-11,INSPEVEC INSPEÇÃO VEICULAR LTDA-ME.,05.992.126/0001-03,SIM,206032016,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339039,0 - Recursos Ordinários,13800.0,13200.0,13200.0,NA,0.0
2026,2016-07-04,JOSINEIDE FERREIRA DE AQUINO,***.217.794-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2027,2016-07-11,KATARINE AMERICA LIMA-ME,06.039.211/0001-14,SIM,206072016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339039,0 - Recursos Ordinários,177330.0,3598.0,3598.0,NA,0.0
2028,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,"2130 - Secretaria de Esportes, Juventude e Lazer",4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2126 - Ações administrativas da SEJEL,319016,0 - Recursos Ordinários,2240.0,2240.0,2240.0,NA,0.0
2029,2016-07-11,AUTO CENTER PEÇAS E SERVIÇOS LTDA - EPP,09.358.430/0001-54,SIM,206442015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339039,0 - Recursos Ordinários,75168.0,70615.0,70615.0,NA,0.0
2030,2016-07-04,JOSINEIDE MATIAS DA SILVA,***.508.417-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2031,2016-07-04,JOSIRENE MARIA DO NASCIMENTO,***.922.834-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2032,2016-07-04,JOYCE GOMES DA SILVA,***.109.884-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2033,2016-07-04,JULIMAR GUEDES DA SILVA,***.231.794-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,942.84,942.84,942.84,NA,0.0
2034,2016-07-11,AUTO CENTER PEÇAS E SERVIÇOS LTDA - EPP,09.358.430/0001-54,SIM,206442015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339030,0 - Recursos Ordinários,175392.0,175392.0,175392.0,NA,0.0
2035,2016-07-04,LEDERMITA GUEDES DA SILVA,***.955.514-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2036,2016-07-04,LEIDAYANA LOPES DOS SANTOS,***.646.274-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2037,2016-07-04,LENILDA FERREIRA DE ARAÚJO BATISTA,***.283.264-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2038,2016-07-04,LEONALDO ALVES DOS SANTOS,***.880.584-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2039,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,319011,0 - Recursos Ordinários,1500.0,1500.0,1500.0,NA,0.0
2040,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,319016,0 - Recursos Ordinários,3331.69,3331.69,3331.69,NA,0.0
2041,2016-07-04,LEONARDO DO NASCIMENTO,***.574.534-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2042,2016-07-04,LITIENE ALVES CAVALCANTE LUCENA,***.418.074-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2043,2016-07-04,LUCIA DE FÁTIMA BATISTA DA SILVA,***.518.824-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2044,2016-07-04,LUCIA ELIZABETH CRUZ BARROSO,***.651.724-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2045,2016-07-04,LUCIANA PEREIRA VICENTE,***.428.484-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2046,2016-07-04,LUCIANO BATISTA OLIVEIRA,***.915.394-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2047,2016-07-04,LUZENILDA LIMA DA SILVA,***.886.944-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2048,2016-07-04,LUZENIRA DIAS DA SILVA,***.184.034-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2049,2016-07-04,LUZIA BATISTA DA SILVA,***.220.854-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2050,2016-07-04,LUZINETE AZEVEDO DE LIMA,***.585.914-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2051,2016-07-04,MANOEL DIAS DA SILVA,***.609.864-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2052,2016-07-04,MANOEL JUSTINO DA SILVA,***.878.424-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2053,2016-07-04,MANOEL MESSIAS RAMOS BENTO,***.391.664-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2054,2016-07-04,MANOEL SEVERINO DE LIMA,***.367.034-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,733.32,733.32,733.32,NA,0.0
2055,2016-07-04,MARCELO ALEXANDRE DA SILVA,***.566.844-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
