"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"761",815975,2014,"Convênio","Ministerio das Cidades","BANANEIRAS","Planejamento Urbano","31/12/2014","31/12/2016",295300,295300,"Pavimentação e Drenagem em Diversas Ruas do Município de Bananeiras - pb",1,1,2501500,"Urbanismo","Em andamento"
"762",831378,2016,"Convênio","Ministerio do Esporte","QUIXABA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","13/05/2016","31/07/2018",350000,341250,"Construção de Praça Esportiva",0,NA,2512606,"Desporto e Lazer","Em andamento"
"763",831464,2016,"Convênio","Ministerio do Esporte","SAO DOMINGOS DE POMBAL","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","13/05/2016","31/07/2018",250000,243750,"3ª Etapa do Campo de Futebol",0,NA,2513968,"Desporto e Lazer","Em andamento"
"764",804981,2014,"Convênio","Ministerio do Esporte","BAYEUX","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","19/12/2014","31/12/2016",1989000,1950000,"Construção de Praça da Juventude no Município de Bayeux-pb.",0,NA,2501807,"Desporto e Lazer","Em andamento"
"765",818638,2015,"Convênio","Ministerio do Esporte","CATURITE","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2015","31/12/2017",390500,390000,"Construção de 2 Quadras Poliesportivas",0,NA,2504355,"Desporto e Lazer","Em andamento"
"766",804571,2014,"Convênio","Ministerio do Turismo","ESPERANCA","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","22/07/2014","31/12/2016",253524.42,243750,"Reforma da Praça da Cultura, no Município de Esperança - pb",1,2,2506004,"Comércio e Serviços","Em andamento"
"767",829257,2016,"Convênio","Ministerio das Cidades","CABEDELO","Planejamento Urbano","02/06/2016","31/12/2017",827000,823863.56,"Elaboração de Projeto Executivo e Execução de Obra Integrada de Reabilitação Urbana  na Praia do Poço em Cabedelo - pb",0,NA,2503209,"Urbanismo","Em andamento"
"768",814580,2014,"Convênio","Ministerio do Meio Ambiente","PICUI","2026 - Conservação e Gestão de Recursos Hídricos","14/09/2015","31/12/2017",2157226.19,2146440.06,"Implantação de Sistema de Tratamento de Esgoto e Realização de Reúso Agrícola do Efluente Tratado no Município de Picuí ¿ pb Para Reduzir a Poluição do rio Picuí e Promover uma Melhoria da Agricultura Local.",0,NA,2511400,"Gestão Ambiental","Em andamento"
"769",824228,2015,"Convênio","Ministerio do Esporte","APARECIDA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","28/12/2015","31/12/2017",292800,292500,"2ª Etapa da Construção do Campo de Futebol do Município de Aparecida ¿ pb",0,NA,2500775,"Desporto e Lazer","Em andamento"
"770",821263,2015,"Convênio","Ministerio das Cidades","PILAR","Planejamento Urbano","23/12/2015","31/12/2017",3e+05,297929.75,"Pavimentação e Drenagem de Diversas Ruas no Município de Pilar - pb",0,NA,2511509,"Urbanismo","Em andamento"
"771",823634,2015,"Convênio","Ministerio da Saude","BREJO DO CRUZ","2068 - Saneamento B?sico ( A??o - 7652 - Melhorias Sanit?rias Domiciliares)","31/12/2015","31/12/2018",501600,5e+05,"Implantação de Melhorias Sanitárias Domiciliares no Município de Brejo do Cruz ¿ pb.",0,NA,2502805,"Saúde","Em andamento"
"772",809624,2014,"Convênio","Ministerio das Cidades","TEIXEIRA","2054 - Planejamento Urbano","28/04/2015","31/12/2016",346000,344750,"Implantação de Pavimentação em Vias Públicas Urbanas",0,NA,2516706,"Urbanismo","Em andamento"
"773",809509,2014,"Convênio","Ministerio das Cidades","JACARAU","2054 - Planejamento Urbano","31/12/2014","30/12/2016",553623,542550,"Pavimentação de Diversas Ruas.",1,1,2507309,"Urbanismo","Em andamento"
"774",821277,2015,"Convênio","Ministerio das Cidades","RIO TINTO","Planejamento Urbano","29/12/2015","31/12/2017",375833,368315.89,"Pavimentação de Diversas Ruas, no Município de rio Tinto ¿ pb.",0,NA,2512903,"Urbanismo","Em andamento"
"775",825696,2015,"Convênio","Ministerio da Saude","BOA VENTURA","2068 - Saneamento Básico / Ação 7656 -  Implantação, Ampliação ou Melhoria de Ações e Serviços Sustentáveis de Saneamento Básico em Comunidades Rurais, Tradicionais e Especiais","31/12/2015","31/12/2018",1040021.63,1040021.63,"Implantação de Abastecimento de Água em Diversas Comunidades Rurais no Município de boa Ventura-pb.",0,NA,2502102,"Saúde","Em andamento"
"776",827475,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","NOVA PALMEIRA","Fomento ao Setor Agropecuario - Investimento","11/05/2016","31/12/2017",112425,112125,"Aquisição de Patrulha Mecanizada",0,NA,2510303,"Agricultura","Em andamento"
"777",820468,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","RIACHAO","Paraíba  - Emendas Parlamentares - Investimento","15/12/2015","31/12/2016",195196,195000,"Aquisição de uma Patrulha Mecanizada Para o Município de Riachão - pb",0,NA,2512747,"Agricultura","Em andamento"
"778",829606,2016,"Convênio","Ministerio das Cidades","BELEM DO BREJO DO CRUZ","Planejamento Urbano","06/06/2016","31/07/2018",248308,245850,"Implantação de Pavimentação em via Pública Urbana no Município de Belém do Brejo do Cruz - pb.",0,NA,2502003,"Urbanismo","Em andamento"
"779",819826,2015,"Convênio","Ministerio das Cidades","APARECIDA","Planejamento Urbano","10/12/2015","31/12/2017",246100,245850,"Pavimentação e Drenagem de Diversas Ruas no Município de Aparecida - pb",0,NA,2500775,"Urbanismo","Em andamento"
"780",826057,2015,"Convênio","Ministerio da Cultura","CAMPINA GRANDE","Promoção e Fomento à Cultura Brasileira","30/12/2015","31/07/2016",1002046,1e+06,"Montagem, Produção e Circulação do Musical o Fole Roncou - uma História do Forró, a Partir da Obra Literária Homônima Escrita por Carlos Marcelo e Rosualdo Rodrigues.",0,NA,2504009,"Cultura","Em andamento"
"781",804589,2014,"Convênio","Ministerio do Turismo","SALGADO DE SAO FELIX","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","31/08/2014","31/12/2016",250000,243750,"Construção de Portal no Município de Salgado de são Félix/pb.",0,NA,2513109,"Comércio e Serviços","Em andamento"
"782",805048,2014,"Convênio","Ministerio do Esporte","OLIVEDOS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/08/2014","31/12/2016",250000,243750,"Construção de Campo de Futebol.",1,1,2510501,"Desporto e Lazer","Em andamento"
"783",815852,2014,"Convênio","Ministerio da Saude","SOUSA","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","11/11/2017",950035.65,799997.92,"Construção de Unidade de Atenção Especializada em Saúde",1,1,2516201,"Saúde","Em andamento"
"784",814729,2014,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","29/12/2014","09/11/2016",3e+05,3e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"785",816277,2015,"Convênio","Ministerio das Cidades","ASSUNCAO","Planejamento Urbano","31/07/2015","31/07/2017",298253,295300,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Assunção - pb.",0,NA,2501351,"Urbanismo","Em andamento"
"786",805233,2014,"Convênio","Ministerio das Cidades","ASSUNCAO","2054 - Planejamento Urbano","22/07/2014","30/06/2017",255850,245850,"Pavimentação em Paralelepípedos em Ruas do Bairro Bela Vista ¿ Zona Urbana - Assunção - pb.",0,NA,2501351,"Urbanismo","Em andamento"
"787",812847,2014,"Convênio","Ministerio da Saude","ARACAGI","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","30/12/2014","07/11/2016",3e+05,3e+05,"Ampliação de Unidade de Atenção Especializada em Saúde",0,NA,2500809,"Saúde","Em andamento"
"788",816071,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","31/12/2014","09/11/2016",140000,140000,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"789",820198,2015,"Convênio","Ministerio das Cidades","ITABAIANA","Planejamento Urbano","23/12/2015","31/12/2017",395000,394200,"Pavimentação em Paralelepípedos",0,NA,2506905,"Urbanismo","Em andamento"
"790",816079,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","31/12/2014","09/11/2016",2e+05,2e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"791",829707,2016,"Convênio","Ministerio das Cidades","GUARABIRA","Planejamento Urbano","06/06/2016","30/06/2018",360000,356443,"Pavimentação e Drenagem em Vias Urbanas no Município de Guarabira - pb",0,NA,2506301,"Urbanismo","Em andamento"
"792",833204,2016,"Convênio","Ministerio do Desenvolvimento Agrario","POMBAL","Territórios Rurais - Infraestrutura e Serviços - Afem Contratos de Repasse","31/05/2016","31/07/2018",400500,4e+05,"Construção de Passagem Molhada em Área Localizada na Zona Rural do Município de Pombal-pb.",0,NA,2512101,"Organização Agrária","Em andamento"
"793",814508,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","2015.20yj Sistema Nacional de Vigil¿ncia em sa¿","04/08/2015","03/08/2016",243737.8,243737.8,"Ações de Promoção e Prevenção de Vigilância em Saúde (decorrente do Chamamento Público nº 01/2014 - Svs/ms)",0,NA,2507507,"Saúde","Em andamento"
"794",821598,2015,"Convênio","Ministerio da Saude","NATUBA","2068 - Saneamento Básico (6908 - Educação em Saúde Voltada Para o Saneamento Ambiental)","31/12/2015","31/12/2018",115773,113000,"Educação em Saúde Ambiental em Projetos de Coleta, Reciclagem e Destinação de Resíduos Sólidos",0,NA,2509909,"Saúde","Em andamento"
"795",823703,2015,"Convênio","Ministerio da Saude","JOAO PESSOA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","16/12/2015","15/12/2016",201500,2e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"796",823706,2015,"Convênio","Ministerio da Saude","ARARUNA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","30/12/2015","29/12/2016",350000,350000,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2501005,"Saúde","Em andamento"
"797",817705,2015,"Convênio","Ministerio do Esporte","ARARUNA","Realizac?o e Apoio a Eventos e Competic?es de Esporte Participativo e de Esporte Educacional - Proponente de Emenda Parlamentar - 2015","14/12/2015","19/11/2016",342003,336272,"Realização do i Festival Poliesportivo Araruna/pedra da Boca no Município de Araruna/pb, Conforme Estabelecido no Plano de Trabalho.",0,NA,2501005,"Desporto e Lazer","Em andamento"
"798",828904,2016,"Convênio","Ministerio das Cidades","BOA VENTURA","Planejamento Urbano","09/06/2016","31/07/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de boa Ventura - pb",0,NA,2502102,"Urbanismo","Em andamento"
"799",804199,2014,"Convênio","Ministerio das Cidades","MONTEIRO","2054 - Planejamento Urbano","30/07/2014","31/12/2016",246100,245850,"Elaboração de Projeto e Execução de Pavimentação em Diversas Ruas",0,NA,2509701,"Urbanismo","Em andamento"
"800",829464,2016,"Convênio","Ministerio das Cidades","ALHANDRA","Planejamento Urbano","08/06/2016","31/12/2017",1341500,1339980.7,"Urbanização do Acesso a Cidade com Alargamento das Vias Urbanas, com Execução de Recapeamento no Município de Alhandra ¿ pb.",0,NA,2500601,"Urbanismo","Em andamento"
"801",826152,2015,"Convênio","Ministerio da Ciencia, Tecnologia e Inovacao","PATOS","Apoio a Projetos de Inclusão Digital - Telecentros","31/12/2015","31/12/2017",153000,150000,"Implantação do Telecentro do Município de Patos-pb",0,NA,2510808,"Ciência e Tecnologia","Em andamento"
"802",814783,2014,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","31/12/2014","09/11/2016",250000,250000,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"803",825977,2015,"Convênio","Ministerio da Saude","ARARUNA","Manutencao de Unidades de Atencao em Saude / Acao 2015.4525 / po - 0000 / Apoio a Manuten¿¿o de Unidades de Saude / Convenio / Emenda Parlamentar","31/12/2015","30/12/2016",180748.26,180748.26,"Manutenção de Unidade de Saúde",0,NA,2501005,"Saúde","Em andamento"
"804",832504,2016,"Convênio","Ministerio do Turismo","GURJAO","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","31/05/2016","31/07/2018",293000,292500,"Construção de Centro de Comercialização do Artesanato no Município de Gurjão - pb",0,NA,2506509,"Comércio e Serviços","Em andamento"
"805",824341,2015,"Convênio","Ministerio da Saude","BERNARDINO BATISTA","2068 - Saneamento Básico -  (ação 6908 - Educação em Saúde Voltada Para o Saneamento Ambiental) e (ação 20t6 - Fortalecimento da Saúde Ambiental Para Redução dos Riscos à Saúde Humana).","31/12/2015","31/12/2018",111330,109330,"Educação em Saúde Ambiental e Mobilização Social em Comunidades da Zona Rural do Município de Bernardino Batista-pb.",0,NA,2502052,"Saúde","Em andamento"
"806",828569,2016,"Convênio","Ministerio das Cidades","LAGOA DE DENTRO","Planejamento Urbano","22/06/2016","31/12/2018",250000,245850,"Pavimentação e Drenagem de Diversas Ruas no Município de Lagoa de Dentro - pb",0,NA,2508208,"Urbanismo","Em andamento"
"807",820156,2015,"Convênio","Ministerio das Cidades","ALAGOA NOVA","Planejamento Urbano","23/12/2015","31/12/2017",248308.5,245850,"Reforma de Praça no Município de Alagoa Nova-pb.",0,NA,2500403,"Urbanismo","Em andamento"
"808",828671,2016,"Convênio","Ministerio das Cidades","ESPERANCA","Planejamento Urbano","20/06/2016","31/12/2018",550600,550000,"Pavimentação e Drenagem de Vias Urbanas no Município de Esperança - pb",0,NA,2506004,"Urbanismo","Em andamento"
"809",827497,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","PAULISTA","Fomento ao Setor Agropecuario - Investimento","06/05/2016","28/10/2017",113125,112125,"Aquisição de Patrulha Mecanizada Para o Municipio de Paulista/pb.",0,NA,2510907,"Agricultura","Em andamento"
"810",815757,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","14/11/2016",249998.88,249998.88,"Reforma de Unidade de Atenção Especializada em Saúde",1,1,2507507,"Saúde","Em andamento"
"811",829741,2016,"Convênio","Ministerio das Cidades","SOUSA","Planejamento Urbano","31/05/2016","31/07/2018",850000,839250,"Implantação de Pavimentação Paralelepipado em Vias Públicas Urbanas no Município de Sousa.",0,NA,2516201,"Urbanismo","Em andamento"
"812",814685,2014,"Convênio","Ministerio do Esporte","CABEDELO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","29/12/2014","30/12/2016",103750,97500,"Aquisição de Equipamentos Permanentes.",1,1,2503209,"Desporto e Lazer","Em andamento"
